date,key,value
1991,rock,16
1991,dance,8
1991,j pop,0
1991,hip hop,5
1991,r&b,5
1991,rap,2
1991,na,0
1991,latin,0
1991,singer-songwriter,1
1991,dubstep,0
1991,soul,5
1991,emo,0
1991,electronic,0
1991,dancehall,0
1991,children music,0
1991,country,0
1991,80s,2
1991,90s,1
1991,eurodance,0
1991,easy listening,0
1991,techno,0
1991,reggae,1
1991,soundtrack,2
1991,folk,0
1991,alternative rock,0
1991,comedy,1
1991,shibuya-kei,0
1991,blues,0
1991,symphony,0
1991,house,4
1991,punk,0
1991,indie rock,2
1991,europop,0
1991,grunge,0
1991,power pop,0
1991,jazz,0
1991,british pop,0
1991,adult contemporary,0
1991,electronica,0
1991,new age,1
1991,00s,0
1991,breakbeat,0
1991,piano rock,0
1991,drum and bass,0
1991,soca,0
1991,dub,0
1991,post-punk,1
1991,eurobeat,0
1991,hard rock,6
1991,hardcore,0
1991,funk,0
1991,grime,0
1991,electro house,0
1991,uk garage,0
1991,ska,0
1991,synthpop,0
1991,electro,0
1991,70s,0
1991,new wave,0
1991,ambient,0
1991,folk rock,0
1991,ballad,0
1991,alternative dance,1
1991,club,0
1991,teen pop,0
1991,progressive trance,0
1991,dance pop,0
1991,jazz fusion,0
1991,alternative,2
1991,rap rock,0
1991,crunk,0
1991,disco,0
1991,pop rock,0
1991,male vocalist,0
1991,hip house,0
1991,heavy metal,1
1991,new jack swing,0
1991,50s,0
1991,electropop,0
1991,bluegrass,0
1991,motown,0
1991,metal,0
1991,country music,0
1991,rockabilly,0
1991,nu metal,0
1991,celtic,0
1991,ambient house,2
1991,alternative metal,0
1991,world music,1
1991,melodic rock,1
1991,latin freestyle,1
1991,reggaeton,0
1991,trip hop,0
1991,classical,0
1991,hardcore punk,0
1991,soft rock,0
1991,pop punk,0
1991,boy band,0
1991,pub rock,0
1991,folktronica,0
1991,gospel,1
1991,southern rock,0
1991,rock 'n roll,0
1991,swing,0
1991,opera,0
1991,disco house,0
1991,rap metal,0
1991,italian dance,0
1991,downtempo,0
1991,roots rock,0
1991,funk rock,0
1992,trance,0
1992,pop,19
1992,rock,16
1992,dance,5
1992,j pop,0
1992,hip hop,3
1992,r&b,6
1992,rap,3
1992,na,0
1992,latin,0
1992,singer-songwriter,0
1992,dubstep,0
1992,soul,3
1992,emo,0
1992,electronic,2
1992,dancehall,0
1992,children music,0
1992,country,3
1992,80s,2
1992,90s,4
1992,eurodance,1
1992,easy listening,0
1992,techno,0
1992,reggae,0
1992,soundtrack,0
1992,folk,0
1992,alternative rock,2
1992,comedy,1
1992,shibuya-kei,0
1992,blues,0
1992,symphony,0
1992,house,3
1992,punk,0
1992,indie rock,0
1992,europop,0
1992,grunge,2
1992,power pop,0
1992,jazz,0
1992,british pop,1
1992,adult contemporary,2
1992,electronica,1
1992,new age,0
1992,00s,1
1992,breakbeat,0
1992,piano rock,0
1992,drum and bass,0
1992,soca,0
1992,dub,0
1992,post-punk,0
1992,eurobeat,0
1992,hard rock,4
1992,hardcore,0
1992,funk,0
1992,grime,0
1992,electro house,0
1992,uk garage,0
1992,ska,0
1992,synthpop,0
1992,electro,0
1992,70s,1
1992,new wave,0
1992,ambient,0
1992,folk rock,0
1992,ballad,0
1992,alternative dance,0
1992,club,0
1992,teen pop,0
1992,progressive trance,0
1992,dance pop,2
1992,jazz fusion,0
1992,alternative,0
1992,rap rock,0
1992,crunk,0
1992,disco,1
1992,pop rock,0
1992,male vocalist,1
1992,hip house,0
1992,heavy metal,1
1992,new jack swing,1
1992,50s,0
1992,electropop,0
1992,bluegrass,0
1992,motown,0
1992,metal,0
1992,country music,0
1992,rockabilly,0
1992,nu metal,0
1992,celtic,0
1992,ambient house,1
1992,alternative metal,0
1992,world music,0
1992,melodic rock,0
1992,latin freestyle,0
1992,reggaeton,0
1992,trip hop,0
1992,classical,0
1992,hardcore punk,0
1992,soft rock,0
1992,pop punk,0
1992,boy band,0
1992,pub rock,0
1992,folktronica,0
1992,gospel,0
1992,southern rock,0
1992,rock 'n roll,0
1992,swing,0
1992,opera,0
1992,disco house,0
1992,rap metal,0
1992,italian dance,0
1992,downtempo,0
1992,roots rock,0
1992,funk rock,1
1993,trance,0
1993,pop,19
1993,rock,21
1993,dance,7
1993,j pop,0
1993,hip hop,1
1993,r&b,6
1993,rap,4
1993,na,0
1993,latin,0
1993,singer-songwriter,0
1993,dubstep,0
1993,soul,7
1993,emo,0
1993,electronic,0
1993,dancehall,4
1993,children music,0
1993,country,0
1993,80s,0
1993,90s,5
1993,eurodance,3
1993,easy listening,0
1993,techno,0
1993,reggae,5
1993,soundtrack,1
1993,folk,0
1993,alternative rock,3
1993,comedy,0
1993,shibuya-kei,0
1993,blues,1
1993,symphony,0
1993,house,0
1993,punk,0
1993,indie rock,1
1993,europop,0
1993,grunge,0
1993,power pop,0
1993,jazz,0
1993,british pop,0
1993,adult contemporary,1
1993,electronica,0
1993,new age,0
1993,00s,0
1993,breakbeat,0
1993,piano rock,0
1993,drum and bass,0
1993,soca,0
1993,dub,0
1993,post-punk,0
1993,eurobeat,0
1993,hard rock,4
1993,hardcore,0
1993,funk,0
1993,grime,0
1993,electro house,0
1993,uk garage,0
1993,ska,0
1993,synthpop,0
1993,electro,0
1993,70s,0
1993,new wave,1
1993,ambient,0
1993,folk rock,0
1993,ballad,0
1993,alternative dance,0
1993,club,1
1993,teen pop,0
1993,progressive trance,0
1993,dance pop,0
1993,jazz fusion,0
1993,alternative,0
1993,rap rock,0
1993,crunk,0
1993,disco,0
1993,pop rock,0
1993,male vocalist,0
1993,hip house,0
1993,heavy metal,1
1993,new jack swing,1
1993,50s,0
1993,electropop,0
1993,bluegrass,0
1993,motown,0
1993,metal,0
1993,country music,0
1993,rockabilly,0
1993,nu metal,0
1993,celtic,0
1993,ambient house,0
1993,alternative metal,1
1993,world music,0
1993,melodic rock,0
1993,latin freestyle,0
1993,reggaeton,0
1993,trip hop,0
1993,classical,0
1993,hardcore punk,0
1993,soft rock,0
1993,pop punk,0
1993,boy band,0
1993,pub rock,0
1993,folktronica,0
1993,gospel,0
1993,southern rock,0
1993,rock 'n roll,0
1993,swing,0
1993,opera,0
1993,disco house,0
1993,rap metal,1
1993,italian dance,0
1993,downtempo,0
1993,roots rock,0
1993,funk rock,1
1994,trance,1
1994,pop,20
1994,rock,12
1994,dance,11
1994,j pop,0
1994,hip hop,2
1994,r&b,8
1994,rap,4
1994,na,0
1994,latin,0
1994,singer-songwriter,2
1994,dubstep,0
1994,soul,5
1994,emo,0
1994,electronic,1
1994,dancehall,0
1994,children music,0
1994,country,0
1994,80s,2
1994,90s,7
1994,eurodance,5
1994,easy listening,0
1994,techno,1
1994,reggae,1
1994,soundtrack,0
1994,folk,1
1994,alternative rock,2
1994,comedy,2
1994,shibuya-kei,0
1994,blues,0
1994,symphony,0
1994,house,3
1994,punk,1
1994,indie rock,0
1994,europop,0
1994,grunge,1
1994,power pop,0
1994,jazz,0
1994,british pop,0
1994,adult contemporary,2
1994,electronica,0
1994,new age,0
1994,00s,0
1994,breakbeat,0
1994,piano rock,0
1994,drum and bass,0
1994,soca,0
1994,dub,0
1994,post-punk,0
1994,eurobeat,1
1994,hard rock,1
1994,hardcore,0
1994,funk,0
1994,grime,0
1994,electro house,0
1994,uk garage,0
1994,ska,0
1994,synthpop,0
1994,electro,0
1994,70s,0
1994,new wave,1
1994,ambient,0
1994,folk rock,0
1994,ballad,0
1994,alternative dance,0
1994,club,0
1994,teen pop,0
1994,progressive trance,0
1994,dance pop,0
1994,jazz fusion,0
1994,alternative,0
1994,rap rock,0
1994,crunk,0
1994,disco,0
1994,pop rock,0
1994,male vocalist,0
1994,hip house,1
1994,heavy metal,1
1994,new jack swing,1
1994,50s,0
1994,electropop,0
1994,bluegrass,0
1994,motown,0
1994,metal,0
1994,country music,0
1994,rockabilly,0
1994,nu metal,0
1994,celtic,0
1994,ambient house,0
1994,alternative metal,0
1994,world music,0
1994,melodic rock,0
1994,latin freestyle,0
1994,reggaeton,0
1994,trip hop,0
1994,classical,0
1994,hardcore punk,0
1994,soft rock,0
1994,pop punk,0
1994,boy band,0
1994,pub rock,0
1994,folktronica,0
1994,gospel,0
1994,southern rock,0
1994,rock 'n roll,0
1994,swing,0
1994,opera,0
1994,disco house,0
1994,rap metal,0
1994,italian dance,0
1994,downtempo,0
1994,roots rock,0
1994,funk rock,0
1995,trance,0
1995,pop,23
1995,rock,12
1995,dance,8
1995,j pop,0
1995,hip hop,2
1995,r&b,10
1995,rap,2
1995,na,0
1995,latin,0
1995,singer-songwriter,2
1995,dubstep,0
1995,soul,4
1995,emo,0
1995,electronic,1
1995,dancehall,1
1995,children music,0
1995,country,0
1995,80s,0
1995,90s,8
1995,eurodance,5
1995,easy listening,0
1995,techno,2
1995,reggae,2
1995,soundtrack,0
1995,folk,0
1995,alternative rock,2
1995,comedy,0
1995,shibuya-kei,0
1995,blues,0
1995,symphony,0
1995,house,0
1995,punk,2
1995,indie rock,0
1995,europop,0
1995,grunge,2
1995,power pop,0
1995,jazz,1
1995,british pop,0
1995,adult contemporary,3
1995,electronica,0
1995,new age,0
1995,00s,0
1995,breakbeat,0
1995,piano rock,0
1995,drum and bass,0
1995,soca,0
1995,dub,1
1995,post-punk,2
1995,eurobeat,0
1995,hard rock,0
1995,hardcore,0
1995,funk,1
1995,grime,0
1995,electro house,0
1995,uk garage,0
1995,ska,0
1995,synthpop,0
1995,electro,1
1995,70s,0
1995,new wave,0
1995,ambient,0
1995,folk rock,0
1995,ballad,0
1995,alternative dance,0
1995,club,0
1995,teen pop,0
1995,progressive trance,0
1995,dance pop,0
1995,jazz fusion,0
1995,alternative,0
1995,rap rock,0
1995,crunk,0
1995,disco,0
1995,pop rock,0
1995,male vocalist,0
1995,hip house,2
1995,heavy metal,0
1995,new jack swing,0
1995,50s,0
1995,electropop,0
1995,bluegrass,0
1995,motown,0
1995,metal,0
1995,country music,0
1995,rockabilly,1
1995,nu metal,0
1995,celtic,0
1995,ambient house,0
1995,alternative metal,0
1995,world music,0
1995,melodic rock,0
1995,latin freestyle,0
1995,reggaeton,0
1995,trip hop,0
1995,classical,0
1995,hardcore punk,0
1995,soft rock,0
1995,pop punk,0
1995,boy band,0
1995,pub rock,0
1995,folktronica,0
1995,gospel,0
1995,southern rock,0
1995,rock 'n roll,0
1995,swing,0
1995,opera,0
1995,disco house,0
1995,rap metal,0
1995,italian dance,0
1995,downtempo,0
1995,roots rock,0
1995,funk rock,0
1996,trance,2
1996,pop,23
1996,rock,8
1996,dance,8
1996,j pop,0
1996,hip hop,6
1996,r&b,7
1996,rap,4
1996,na,0
1996,latin,1
1996,singer-songwriter,1
1996,dubstep,0
1996,soul,4
1996,emo,0
1996,electronic,0
1996,dancehall,1
1996,children music,0
1996,country,1
1996,80s,1
1996,90s,6
1996,eurodance,1
1996,easy listening,0
1996,techno,1
1996,reggae,2
1996,soundtrack,0
1996,folk,2
1996,alternative rock,1
1996,comedy,0
1996,shibuya-kei,0
1996,blues,1
1996,symphony,0
1996,house,1
1996,punk,1
1996,indie rock,0
1996,europop,0
1996,grunge,0
1996,power pop,1
1996,jazz,0
1996,british pop,1
1996,adult contemporary,4
1996,electronica,1
1996,new age,0
1996,00s,0
1996,breakbeat,0
1996,piano rock,0
1996,drum and bass,0
1996,soca,0
1996,dub,0
1996,post-punk,0
1996,eurobeat,0
1996,hard rock,0
1996,hardcore,0
1996,funk,0
1996,grime,0
1996,electro house,0
1996,uk garage,0
1996,ska,1
1996,synthpop,0
1996,electro,0
1996,70s,0
1996,new wave,0
1996,ambient,0
1996,folk rock,0
1996,ballad,0
1996,alternative dance,0
1996,club,0
1996,teen pop,0
1996,progressive trance,0
1996,dance pop,1
1996,jazz fusion,0
1996,alternative,0
1996,rap rock,0
1996,crunk,0
1996,disco,0
1996,pop rock,0
1996,male vocalist,0
1996,hip house,1
1996,heavy metal,1
1996,new jack swing,0
1996,50s,0
1996,electropop,0
1996,bluegrass,0
1996,motown,0
1996,metal,0
1996,country music,0
1996,rockabilly,0
1996,nu metal,0
1996,celtic,1
1996,ambient house,0
1996,alternative metal,0
1996,world music,0
1996,melodic rock,0
1996,latin freestyle,0
1996,reggaeton,0
1996,trip hop,0
1996,classical,0
1996,hardcore punk,0
1996,soft rock,0
1996,pop punk,0
1996,boy band,1
1996,pub rock,0
1996,folktronica,0
1996,gospel,0
1996,southern rock,0
1996,rock 'n roll,0
1996,swing,0
1996,opera,0
1996,disco house,0
1996,rap metal,0
1996,italian dance,0
1996,downtempo,0
1996,roots rock,0
1996,funk rock,0
1997,trance,0
1997,pop,41
1997,rock,25
1997,dance,19
1997,j pop,0
1997,hip hop,6
1997,r&b,17
1997,rap,5
1997,na,0
1997,latin,0
1997,singer-songwriter,1
1997,dubstep,0
1997,soul,8
1997,emo,0
1997,electronic,2
1997,dancehall,0
1997,children music,0
1997,country,4
1997,80s,0
1997,90s,2
1997,eurodance,7
1997,easy listening,1
1997,techno,2
1997,reggae,1
1997,soundtrack,3
1997,folk,3
1997,alternative rock,5
1997,comedy,0
1997,shibuya-kei,0
1997,blues,0
1997,symphony,0
1997,house,3
1997,punk,2
1997,indie rock,2
1997,europop,0
1997,grunge,4
1997,power pop,0
1997,jazz,1
1997,british pop,2
1997,adult contemporary,6
1997,electronica,1
1997,new age,0
1997,00s,0
1997,breakbeat,0
1997,piano rock,0
1997,drum and bass,0
1997,soca,0
1997,dub,0
1997,post-punk,1
1997,eurobeat,0
1997,hard rock,0
1997,hardcore,1
1997,funk,0
1997,grime,0
1997,electro house,0
1997,uk garage,0
1997,ska,2
1997,synthpop,0
1997,electro,0
1997,70s,0
1997,new wave,0
1997,ambient,0
1997,folk rock,0
1997,ballad,0
1997,alternative dance,0
1997,club,1
1997,teen pop,3
1997,progressive trance,0
1997,dance pop,0
1997,jazz fusion,0
1997,alternative,1
1997,rap rock,0
1997,crunk,0
1997,disco,1
1997,pop rock,0
1997,male vocalist,1
1997,hip house,0
1997,heavy metal,1
1997,new jack swing,2
1997,50s,0
1997,electropop,0
1997,bluegrass,0
1997,motown,2
1997,metal,1
1997,country music,1
1997,rockabilly,0
1997,nu metal,0
1997,celtic,0
1997,ambient house,0
1997,alternative metal,1
1997,world music,0
1997,melodic rock,0
1997,latin freestyle,0
1997,reggaeton,0
1997,trip hop,0
1997,classical,0
1997,hardcore punk,0
1997,soft rock,0
1997,pop punk,0
1997,boy band,0
1997,pub rock,0
1997,folktronica,0
1997,gospel,0
1997,southern rock,0
1997,rock 'n roll,0
1997,swing,0
1997,opera,0
1997,disco house,0
1997,rap metal,0
1997,italian dance,0
1997,downtempo,0
1997,roots rock,1
1997,funk rock,1
1998,trance,0
1998,pop,59
1998,rock,23
1998,dance,18
1998,j pop,1
1998,hip hop,5
1998,r&b,13
1998,rap,4
1998,na,0
1998,latin,1
1998,singer-songwriter,3
1998,dubstep,0
1998,soul,4
1998,emo,1
1998,electronic,1
1998,dancehall,0
1998,children music,0
1998,country,2
1998,80s,2
1998,90s,12
1998,eurodance,7
1998,easy listening,1
1998,techno,0
1998,reggae,0
1998,soundtrack,1
1998,folk,1
1998,alternative rock,1
1998,comedy,1
1998,shibuya-kei,0
1998,blues,0
1998,symphony,0
1998,house,4
1998,punk,5
1998,indie rock,0
1998,europop,0
1998,grunge,2
1998,power pop,0
1998,jazz,1
1998,british pop,0
1998,adult contemporary,4
1998,electronica,0
1998,new age,0
1998,00s,0
1998,breakbeat,0
1998,piano rock,1
1998,drum and bass,0
1998,soca,0
1998,dub,0
1998,post-punk,2
1998,eurobeat,0
1998,hard rock,1
1998,hardcore,0
1998,funk,0
1998,grime,0
1998,electro house,0
1998,uk garage,0
1998,ska,1
1998,synthpop,0
1998,electro,0
1998,70s,0
1998,new wave,0
1998,ambient,0
1998,folk rock,0
1998,ballad,0
1998,alternative dance,0
1998,club,0
1998,teen pop,2
1998,progressive trance,0
1998,dance pop,1
1998,jazz fusion,0
1998,alternative,1
1998,rap rock,0
1998,crunk,0
1998,disco,1
1998,pop rock,0
1998,male vocalist,0
1998,hip house,0
1998,heavy metal,3
1998,new jack swing,0
1998,50s,0
1998,electropop,0
1998,bluegrass,0
1998,motown,1
1998,metal,0
1998,country music,0
1998,rockabilly,0
1998,nu metal,0
1998,celtic,0
1998,ambient house,0
1998,alternative metal,0
1998,world music,0
1998,melodic rock,0
1998,latin freestyle,0
1998,reggaeton,0
1998,trip hop,0
1998,classical,0
1998,hardcore punk,0
1998,soft rock,0
1998,pop punk,0
1998,boy band,1
1998,pub rock,1
1998,folktronica,0
1998,gospel,0
1998,southern rock,0
1998,rock 'n roll,0
1998,swing,0
1998,opera,0
1998,disco house,0
1998,rap metal,0
1998,italian dance,0
1998,downtempo,0
1998,roots rock,0
1998,funk rock,0
1999,trance,1
1999,pop,68
1999,rock,32
1999,dance,19
1999,j pop,1
1999,hip hop,2
1999,r&b,9
1999,rap,3
1999,na,0
1999,latin,7
1999,singer-songwriter,1
1999,dubstep,1
1999,soul,3
1999,emo,0
1999,electronic,0
1999,dancehall,0
1999,children music,0
1999,country,4
1999,80s,0
1999,90s,1
1999,eurodance,5
1999,easy listening,0
1999,techno,0
1999,reggae,0
1999,soundtrack,0
1999,folk,1
1999,alternative rock,4
1999,comedy,0
1999,shibuya-kei,0
1999,blues,1
1999,symphony,0
1999,house,1
1999,punk,3
1999,indie rock,1
1999,europop,1
1999,grunge,3
1999,power pop,0
1999,jazz,0
1999,british pop,0
1999,adult contemporary,5
1999,electronica,0
1999,new age,0
1999,00s,0
1999,breakbeat,0
1999,piano rock,0
1999,drum and bass,0
1999,soca,0
1999,dub,0
1999,post-punk,0
1999,eurobeat,0
1999,hard rock,1
1999,hardcore,0
1999,funk,0
1999,grime,0
1999,electro house,0
1999,uk garage,1
1999,ska,0
1999,synthpop,0
1999,electro,0
1999,70s,0
1999,new wave,0
1999,ambient,0
1999,folk rock,0
1999,ballad,2
1999,alternative dance,0
1999,club,0
1999,teen pop,4
1999,progressive trance,0
1999,dance pop,0
1999,jazz fusion,1
1999,alternative,0
1999,rap rock,0
1999,crunk,0
1999,disco,0
1999,pop rock,0
1999,male vocalist,0
1999,hip house,0
1999,heavy metal,0
1999,new jack swing,0
1999,50s,0
1999,electropop,1
1999,bluegrass,0
1999,motown,3
1999,metal,0
1999,country music,0
1999,rockabilly,1
1999,nu metal,2
1999,celtic,0
1999,ambient house,1
1999,alternative metal,0
1999,world music,0
1999,melodic rock,0
1999,latin freestyle,0
1999,reggaeton,0
1999,trip hop,0
1999,classical,0
1999,hardcore punk,1
1999,soft rock,0
1999,pop punk,0
1999,boy band,1
1999,pub rock,0
1999,folktronica,0
1999,gospel,0
1999,southern rock,0
1999,rock 'n roll,0
1999,swing,0
1999,opera,0
1999,disco house,0
1999,rap metal,0
1999,italian dance,0
1999,downtempo,0
1999,roots rock,0
1999,funk rock,1
2000,trance,2
2000,pop,63
2000,rock,22
2000,dance,28
2000,j pop,0
2000,hip hop,3
2000,r&b,12
2000,rap,3
2000,na,0
2000,latin,1
2000,singer-songwriter,1
2000,dubstep,0
2000,soul,2
2000,emo,0
2000,electronic,1
2000,dancehall,0
2000,children music,0
2000,country,3
2000,80s,1
2000,90s,3
2000,eurodance,7
2000,easy listening,0
2000,techno,0
2000,reggae,0
2000,soundtrack,0
2000,folk,0
2000,alternative rock,5
2000,comedy,1
2000,shibuya-kei,0
2000,blues,0
2000,symphony,0
2000,house,4
2000,punk,3
2000,indie rock,1
2000,europop,2
2000,grunge,0
2000,power pop,0
2000,jazz,0
2000,british pop,1
2000,adult contemporary,4
2000,electronica,0
2000,new age,0
2000,00s,0
2000,breakbeat,2
2000,piano rock,0
2000,drum and bass,0
2000,soca,0
2000,dub,0
2000,post-punk,1
2000,eurobeat,0
2000,hard rock,2
2000,hardcore,1
2000,funk,2
2000,grime,0
2000,electro house,0
2000,uk garage,0
2000,ska,1
2000,synthpop,0
2000,electro,0
2000,70s,0
2000,new wave,0
2000,ambient,0
2000,folk rock,0
2000,ballad,0
2000,alternative dance,0
2000,club,3
2000,teen pop,5
2000,progressive trance,0
2000,dance pop,1
2000,jazz fusion,0
2000,alternative,0
2000,rap rock,1
2000,crunk,0
2000,disco,0
2000,pop rock,1
2000,male vocalist,0
2000,hip house,0
2000,heavy metal,0
2000,new jack swing,0
2000,50s,0
2000,electropop,0
2000,bluegrass,0
2000,motown,1
2000,metal,0
2000,country music,0
2000,rockabilly,0
2000,nu metal,1
2000,celtic,1
2000,ambient house,0
2000,alternative metal,0
2000,world music,0
2000,melodic rock,0
2000,latin freestyle,0
2000,reggaeton,0
2000,trip hop,0
2000,classical,0
2000,hardcore punk,0
2000,soft rock,0
2000,pop punk,0
2000,boy band,0
2000,pub rock,0
2000,folktronica,0
2000,gospel,0
2000,southern rock,0
2000,rock 'n roll,0
2000,swing,0
2000,opera,0
2000,disco house,0
2000,rap metal,0
2000,italian dance,0
2000,downtempo,0
2000,roots rock,0
2000,funk rock,0
2001,trance,1
2001,pop,54
2001,rock,20
2001,dance,15
2001,j pop,0
2001,hip hop,6
2001,r&b,25
2001,rap,11
2001,na,0
2001,latin,2
2001,singer-songwriter,3
2001,dubstep,0
2001,soul,9
2001,emo,0
2001,electronic,2
2001,dancehall,3
2001,children music,4
2001,country,3
2001,80s,0
2001,90s,0
2001,eurodance,0
2001,easy listening,0
2001,techno,2
2001,reggae,3
2001,soundtrack,4
